Port,Protocol,Count
54342,udp,3
53270,tcp,6
52954,udp,5
49392,udp,3
1702,tcp,3
56972,udp,5
59341,tcp,2
55379,udp,5
61484,udp,6
2271,tcp,3
51080,udp,4
292,tcp,4
57935,udp,3
64984,tcp,4
57,tcp,6
51011,udp,3
51278,tcp,8
55018,tcp,4
56954,udp,4
52148,tcp,4
3206,udp,6
58972,udp,5
500,tcp,3
54884,udp,5
1172,tcp,4
50104,tcp,5
58816,tcp,5
56316,tcp,4
57321,udp,6
50164,tcp,10
53373,udp,4
51128,udp,6
64412,udp,5
59118,udp,3
63949,udp,7
59396,tcp,8
63060,udp,4
951,tcp,8
62870,udp,7
61077,udp,2
57637,tcp,7
56458,tcp,3
1335,tcp,4
62178,udp,3
52416,udp,3
64877,tcp,2
55014,udp,6
50586,tcp,3
54342,tcp,7
3637,udp,4
56039,udp,6
1799,tcp,10
3080,udp,6
50913,tcp,9
53631,tcp,3
49352,tcp,10
56031,udp,11
1613,tcp,6
51527,tcp,4
60085,udp,3
2327,udp,7
53562,tcp,8
495,tcp,4
52697,tcp,6
54088,tcp,4
52926,udp,6
547,udp,3
64816,tcp,3
51536,tcp,4
63453,tcp,5
62942,tcp,3
64198,tcp,3
1503,udp,4
63641,udp,5
57115,udp,4
63666,udp,8
49639,tcp,3
52150,tcp,4
62903,tcp,6
50906,tcp,2
302,udp,3
56749,udp,5
61218,udp,7
287,tcp,5
65339,tcp,2
56107,tcp,4
3609,udp,6
60527,tcp,6
50958,udp,5
49786,udp,6
1274,udp,6
53047,tcp,6
62212,udp,8
51334,udp,5
64751,udp,7
320,tcp,4
59821,tcp,4
54422,udp,6
56481,tcp,9
51956,udp,5
64061,udp,6
54059,udp,5
63551,tcp,4
4693,tcp,5
49237,tcp,7
1573,tcp,7
63538,tcp,6
55105,tcp,3
4848,tcp,7
56433,udp,5
58484,tcp,3
49741,tcp,9
1904,tcp,2
1954,tcp,6
59540,udp,4
64901,udp,9
55950,tcp,6
62088,tcp,7
57692,tcp,4
2630,udp,5
56759,tcp,8
55341,tcp,9
3846,tcp,6
53135,tcp,3
4777,udp,4
57833,udp,9
53249,udp,4
51251,tcp,10
61464,tcp,2
49345,udp,3
51235,udp,6
3409,udp,4
60659,udp,5
2247,udp,9
53881,tcp,5
57082,tcp,7
51466,udp,8
51672,udp,7
63209,tcp,4
4561,udp,4
53793,tcp,5
51960,tcp,3
57242,udp,2
51840,tcp,3
55076,tcp,3
3308,udp,4
49551,udp,5
52666,tcp,8
3625,tcp,4
2368,udp,5
2920,udp,2
63720,tcp,4
55658,tcp,6
4388,tcp,7
553,tcp,8
50435,tcp,8
1854,udp,4
56826,tcp,7
65270,udp,6
49384,tcp,4
1740,udp,5
52825,udp,3
3447,udp,9
1674,tcp,6
56491,udp,9
58094,tcp,3
65208,udp,7
2315,tcp,7
54854,tcp,4
60298,udp,2
4032,udp,4
49884,udp,3
56508,tcp,4
2826,udp,7
49818,udp,3
61485,udp,7
387,udp,4
65061,udp,6
779,udp,9
52741,tcp,7
1365,tcp,5
3512,tcp,7
58712,udp,5
460,tcp,4
64511,udp,5
53706,tcp,8
231,udp,4
54557,tcp,7
208,tcp,5
58290,udp,5
49346,udp,4
59599,udp,6
3221,udp,7
53189,tcp,8
49480,tcp,8
52145,udp,8
62642,udp,6
62114,udp,6
50287,udp,4
51245,udp,9
60304,udp,4
60262,tcp,5
52731,udp,4
53397,udp,8
53905,udp,8
51588,tcp,2
53894,udp,6
49331,tcp,7
56047,udp,9
64055,udp,7
50857,tcp,10
58926,udp,3
59336,udp,6
62043,udp,5
3048,udp,5
50859,tcp,9
62785,udp,4
57217,udp,6
1776,tcp,7
56600,udp,7
1256,udp,1
2916,udp,4
3174,tcp,8
57436,udp,8
4326,udp,4
56248,tcp,3
54914,tcp,5
52371,udp,8
57730,tcp,6
1994,udp,3
60769,tcp,4
60332,tcp,7
959,tcp,6
1864,tcp,2
2213,udp,6
62579,udp,3
2721,tcp,4
60477,udp,4
61822,udp,8
3333,udp,3
50505,udp,5
61095,tcp,5
61878,udp,5
1334,tcp,6
4808,udp,4
62283,tcp,7
709,tcp,5
3499,tcp,9
58864,tcp,4
49612,tcp,6
54639,tcp,8
54132,tcp,3
58212,udp,8
52873,tcp,5
974,tcp,5
59775,tcp,4
55028,tcp,5
56651,tcp,9
3709,udp,1
54181,udp,6
58520,tcp,3
62604,tcp,5
58120,udp,2
55863,udp,2
49283,tcp,6
2535,tcp,8
1257,udp,10
57590,tcp,5
3145,udp,4
63558,tcp,7
53264,udp,5
3869,tcp,9
49278,udp,3
61457,udp,9
62268,tcp,5
3513,udp,5
61257,udp,6
263,udp,2
50907,tcp,4
63909,tcp,7
63596,tcp,4
62071,tcp,2
56877,udp,4
63584,tcp,6
52144,udp,3
50384,udp,3
3026,tcp,2
3239,udp,10
59520,tcp,1
54169,udp,2
64042,tcp,7
54738,udp,5
55169,udp,5
52886,udp,4
56092,tcp,6
58877,tcp,4
2109,tcp,4
51853,udp,2
858,tcp,6
58272,tcp,5
50281,udp,4
56009,udp,2
2677,tcp,7
55223,tcp,3
63583,tcp,6
49754,tcp,4
65102,tcp,10
60927,tcp,6
59406,udp,7
61759,tcp,2
56904,udp,4
215,tcp,3
3812,tcp,2
61087,udp,5
52302,udp,2
64400,udp,7
53580,udp,1
56466,tcp,8
60871,tcp,7
4303,tcp,2
878,udp,4
53198,tcp,5
49159,udp,7
52827,tcp,6
60012,udp,3
53228,tcp,5
65266,udp,4
51266,tcp,6
1157,tcp,4
52942,tcp,4
3652,udp,4
62717,udp,2
49398,udp,1
51355,udp,5
54947,udp,6
61463,udp,3
2527,tcp,2
60753,tcp,5
59795,udp,3
53244,tcp,4
52649,tcp,2
59531,tcp,7
58792,tcp,5
1016,tcp,6
3805,udp,6
55188,udp,4
1687,tcp,5
56063,udp,5
54835,tcp,2
1044,tcp,4
61866,tcp,7
50078,tcp,6
60670,tcp,7
61482,tcp,3
2069,udp,5
53168,tcp,7
50682,udp,6
58882,tcp,8
57159,tcp,6
65495,udp,3
65101,tcp,5
63994,udp,2
51478,tcp,9
3396,udp,4
57567,tcp,8
55431,udp,3
58380,udp,4
60070,udp,4
64675,udp,7
61020,tcp,5
65117,tcp,2
59998,tcp,5
61692,tcp,5
1663,tcp,4
57548,udp,3
50436,tcp,8
57727,tcp,3
62000,tcp,7
63672,tcp,7
59237,tcp,6
53492,tcp,8
57279,tcp,3
51846,udp,5
51317,tcp,6
3712,tcp,5
53971,udp,5
51189,tcp,7
53538,tcp,5
54308,tcp,6
61016,tcp,3
55026,tcp,10
52792,udp,6
50725,udp,4
50160,udp,5
63145,udp,4
52724,udp,5
2623,udp,8
53736,tcp,4
54779,udp,2
63726,udp,4
52496,udp,4
51258,tcp,3
1755,tcp,5
64348,udp,3
55032,tcp,3
60752,udp,2
4597,udp,4
4001,udp,5
55468,udp,6
64825,udp,6
52394,tcp,6
59568,udp,1
64795,tcp,5
4266,udp,5
1023,udp,4
857,tcp,4
57405,tcp,7
56730,udp,5
49910,udp,7
51121,udp,5
63288,udp,3
60025,udp,6
60059,tcp,4
56320,udp,2
54842,udp,5
50044,udp,2
50759,tcp,6
65225,tcp,6
51036,tcp,3
62746,tcp,5
62009,tcp,5
1552,udp,8
62619,tcp,6
60808,tcp,4
55287,udp,5
51901,tcp,3
59016,tcp,5
50169,tcp,3
52743,udp,4
63063,tcp,8
50079,tcp,7
4869,udp,8
52802,udp,4
60285,udp,3
51714,tcp,5
64678,udp,1
53180,udp,6
50296,udp,4
57247,tcp,5
58707,tcp,4
58236,udp,7
51875,udp,2
55212,udp,4
50870,tcp,5
58330,udp,4
62590,udp,3
58582,udp,3
3870,udp,8
3336,udp,6
62403,udp,2
60380,udp,8
61355,udp,8
3136,tcp,6
49789,tcp,4
57371,udp,3
3175,tcp,3
55731,tcp,2
56721,udp,5
51962,tcp,4
62989,udp,7
52252,tcp,11
389,tcp,1
4797,tcp,6
482,udp,12
49417,udp,6
520,tcp,4
62794,udp,7
58140,udp,6
64929,tcp,8
60072,tcp,2
59501,udp,5
64398,udp,7
54526,udp,3
449,udp,6
58246,tcp,6
56125,tcp,4
51847,udp,6
4812,tcp,2
59092,tcp,2
56968,udp,5
60650,udp,4
3406,udp,5
224,tcp,5
2588,tcp,2
52281,udp,2
55692,udp,5
1391,tcp,3
59081,udp,3
53663,udp,5
4391,tcp,3
2475,udp,2
4008,tcp,4
64922,udp,4
4300,udp,2
63454,tcp,6
53791,udp,4
1815,tcp,4
57722,udp,7
60509,udp,2
61244,tcp,5
53513,udp,5
52605,tcp,5
56139,tcp,7
751,udp,8
57800,udp,5
58576,udp,5
56823,tcp,4
53767,tcp,4
61884,udp,4
4658,tcp,6
49410,udp,5
62005,tcp,4
59676,tcp,2
64680,tcp,5
57658,tcp,4
51791,tcp,6
4274,udp,3
57128,tcp,10
1742,tcp,5
56965,tcp,5
2655,udp,5
61105,udp,3
65093,tcp,6
1583,tcp,4
61926,udp,2
60038,tcp,6
64469,udp,4
2749,tcp,3
61283,tcp,4
58233,tcp,6
4113,udp,5
58439,udp,4
57071,udp,4
52147,udp,4
58530,udp,4
63351,tcp,6
62119,tcp,5
3708,tcp,4
59776,tcp,6
4631,tcp,7
55821,udp,4
146,udp,7
55925,udp,5
58839,udp,5
63079,tcp,4
53292,udp,3
412,udp,3
62065,udp,7
59102,tcp,8
60063,udp,5
54959,tcp,5
2852,udp,5
3094,tcp,3
952,tcp,1
53717,tcp,2
4755,tcp,3
51613,tcp,6
4107,tcp,7
59633,udp,2
50243,udp,4
58525,tcp,5
59585,udp,3
3082,udp,6
64957,tcp,7
65144,tcp,8
519,tcp,3
49853,tcp,3
56596,tcp,7
64402,udp,2
50024,udp,6
3098,tcp,6
57663,tcp,5
2853,udp,5
60611,udp,4
60627,tcp,4
60565,tcp,6
52709,udp,7
60102,udp,8
57396,tcp,9
56471,udp,5
53640,udp,4
61723,tcp,3
56316,udp,2
64254,udp,4
50001,udp,6
4584,udp,3
61749,udp,5
56512,tcp,10
61590,udp,5
63488,udp,4
4542,udp,6
2634,udp,3
54030,tcp,8
1404,udp,5
1578,udp,6
1808,tcp,4
65474,tcp,6
50291,tcp,2
49152,tcp,5
2630,tcp,6
63083,udp,5
60227,udp,2
60306,tcp,6
2163,udp,9
52562,udp,4
63560,udp,5
59426,udp,11
53675,tcp,7
49998,tcp,5
63033,udp,8
57104,tcp,4
52377,udp,5
55281,tcp,5
59401,tcp,5
49527,tcp,10
1119,udp,4
60978,tcp,7
57641,udp,1
57776,udp,6
60988,tcp,5
63228,tcp,4
56994,udp,1
58390,tcp,5
2701,udp,6
49615,tcp,2
63549,tcp,5
62088,udp,7
56575,tcp,3
51330,udp,3
59168,udp,2
64556,udp,7
63853,udp,5
58804,tcp,2
59394,udp,8
551,udp,9
4740,tcp,4
2474,udp,3
57376,tcp,5
64673,tcp,7
51731,udp,3
53851,tcp,4
4316,tcp,4
59738,udp,8
60535,udp,5
62116,tcp,3
64576,udp,4
64324,udp,4
49592,tcp,4
2983,tcp,2
61731,udp,4
57085,udp,5
57466,udp,3
59174,udp,7
58824,tcp,1
62642,tcp,4
2390,udp,4
63270,tcp,5
352,tcp,7
60517,udp,5
1795,tcp,6
512,udp,5
580,udp,3
64470,udp,8
3767,udp,3
55793,udp,4
2171,tcp,6
50507,udp,8
57362,tcp,4
60374,udp,5
60472,tcp,6
60828,tcp,5
61101,udp,6
60096,tcp,5
64786,tcp,5
52170,udp,7
53874,udp,5
58611,tcp,4
55547,tcp,9
59112,tcp,2
54443,udp,4
53373,tcp,6
3439,tcp,5
62057,udp,5
51548,tcp,9
59700,tcp,7
50688,udp,5
51098,tcp,5
51696,tcp,4
54185,tcp,6
57862,udp,3
58540,tcp,6
64194,tcp,4
4080,udp,4
55646,tcp,5
60134,tcp,7
58688,tcp,5
1419,udp,7
64526,udp,8
60492,tcp,1
1891,udp,3
57564,tcp,7
60291,tcp,3
57635,udp,7
390,udp,2
58412,udp,8
708,udp,2
61085,tcp,6
2765,tcp,6
50631,udp,2
63473,udp,9
64266,tcp,4
3958,tcp,5
1144,tcp,5
60152,tcp,2
2393,tcp,4
52071,udp,4
64711,tcp,2
54207,tcp,7
49297,udp,7
53121,tcp,6
4137,tcp,8
59222,udp,3
58108,udp,5
52904,udp,1
4666,tcp,3
55785,udp,6
53077,tcp,5
1745,udp,8
55364,tcp,4
56576,udp,4
64582,tcp,5
2287,tcp,3
54292,udp,4
64254,tcp,5
58891,tcp,3
50257,tcp,7
55901,tcp,6
65466,tcp,2
57328,udp,4
1200,udp,6
63084,tcp,4
58775,udp,4
3449,tcp,2
53772,tcp,5
63250,tcp,4
62682,udp,4
4662,tcp,6
50469,udp,6
63343,tcp,3
60657,tcp,8
60826,udp,5
3420,tcp,5
51302,tcp,2
3274,udp,4
63288,tcp,4
54762,udp,4
59427,udp,6
61372,tcp,2
62776,udp,3
49295,tcp,4
63272,udp,3
59054,tcp,5
53256,tcp,4
51823,tcp,1
65448,udp,7
3917,tcp,3
502,tcp,4
58039,tcp,3
63436,tcp,6
53749,udp,5
49774,udp,7
51708,tcp,6
63141,udp,5
65169,udp,5
58333,tcp,7
61550,udp,7
60007,tcp,5
50360,tcp,6
63164,udp,8
64292,tcp,7
3325,udp,4
53074,udp,1
58242,udp,4
58030,udp,7
65525,tcp,2
53412,tcp,6
65204,tcp,6
1337,udp,8
51117,udp,5
1563,tcp,5
53790,tcp,5
52165,tcp,5
63313,udp,7
49900,tcp,5
49547,tcp,3
3991,udp,3
54211,tcp,5
59741,udp,8
2163,tcp,7
2243,udp,3
64230,udp,3
59655,tcp,3
57679,udp,5
349,udp,3
58833,tcp,2
64610,udp,3
49726,tcp,3
60268,udp,7
50287,tcp,4
1592,udp,4
54441,tcp,5
59432,udp,6
131,tcp,5
63654,tcp,5
3316,tcp,8
61559,tcp,4
427,udp,6
59278,tcp,7
58660,udp,5
772,tcp,3
65067,tcp,4
64409,udp,4
1086,udp,8
58502,tcp,5
51443,tcp,5
55227,tcp,7
50562,tcp,6
1269,udp,3
61494,udp,11
1322,udp,7
64727,udp,7
49977,udp,4
61170,udp,7
62683,tcp,3
59575,udp,10
60155,udp,4
3739,tcp,4
59153,udp,4
49495,udp,6
57143,udp,2
59514,tcp,4
59927,udp,4
63984,tcp,6
57433,tcp,3
50626,udp,4
1043,tcp,8
61509,tcp,4
60133,udp,1
60608,tcp,6
3673,udp,4
58074,udp,8
50396,tcp,5
3249,tcp,5
55168,udp,5
53374,tcp,3
57476,udp,6
61186,udp,4
3250,tcp,4
53814,udp,3
57973,udp,8
62320,tcp,7
2277,udp,4
63544,tcp,4
61650,tcp,7
63319,udp,3
55054,tcp,4
51866,tcp,5
64023,udp,5
53500,udp,5
61593,udp,3
2972,udp,8
768,tcp,6
49422,udp,7
61669,tcp,2
2620,tcp,7
59746,tcp,6
2033,tcp,2
57523,udp,5
58189,udp,5
53931,udp,3
59257,udp,4
60953,udp,8
54153,udp,9
56487,tcp,3
58709,udp,2
58824,udp,5
59864,tcp,9
62625,tcp,9
58816,udp,2
28,udp,6
59018,tcp,5
4579,udp,3
56696,tcp,2
933,udp,3
53823,udp,4
57480,tcp,4
50978,tcp,4
3175,udp,4
2679,udp,4
53815,tcp,3
61432,tcp,1
50795,udp,4
738,tcp,2
63875,tcp,4
4469,udp,4
63145,tcp,5
2445,tcp,5
53090,tcp,6
64914,udp,10
62395,tcp,3
52012,tcp,2
49272,udp,3
51533,udp,6
62724,udp,2
54081,udp,4
1838,udp,6
4565,tcp,3
50172,udp,3
4333,udp,7
54371,udp,3
52630,tcp,3
60131,udp,5
1396,tcp,5
1557,udp,6
57473,udp,5
49346,tcp,6
51297,udp,7
57605,udp,5
50500,udp,4
57127,tcp,6
55907,udp,5
664,tcp,4
3811,udp,6
60129,tcp,5
1602,tcp,8
1937,udp,6
49315,tcp,9
57700,tcp,6
60674,udp,1
64140,tcp,6
50136,udp,5
1657,udp,6
65315,udp,8
61343,udp,3
56934,udp,4
57358,tcp,2
50645,udp,4
4763,udp,5
57893,tcp,5
52233,tcp,9
52912,udp,5
2190,tcp,4
4029,tcp,3
62124,udp,8
135,tcp,3
51823,udp,6
55381,udp,5
3388,tcp,8
64426,udp,3
58997,tcp,3
64612,udp,8
55069,tcp,4
881,tcp,4
50479,udp,8
60650,tcp,5
52209,udp,6
4362,udp,4
62131,udp,4
60208,udp,8
55527,udp,4
59337,udp,4
54723,udp,5
59840,udp,3
60734,tcp,6
50270,udp,6
60436,tcp,3
51936,udp,4
50091,tcp,8
754,udp,2
57815,udp,10
2207,tcp,3
54231,udp,4
4535,tcp,4
52374,udp,2
4842,tcp,4
61449,udp,6
54596,tcp,5
58760,tcp,5
52179,tcp,6
49707,udp,3
58015,udp,6
64609,tcp,5
1372,udp,4
62726,tcp,3
3770,udp,7
1385,tcp,7
3743,tcp,5
2936,udp,6
3322,udp,3
1005,udp,7
50030,tcp,1
4277,tcp,1
60077,udp,3
64489,tcp,5
4036,udp,4
60972,udp,3
2333,tcp,5
63847,tcp,7
3948,tcp,8
56294,udp,5
59540,tcp,5
4918,udp,5
56629,udp,3
56217,udp,3
57508,udp,4
1412,tcp,7
56996,tcp,5
49681,tcp,5
59379,tcp,4
968,udp,3
50157,udp,4
50650,udp,10
54897,tcp,3
63053,udp,5
50324,tcp,6
50762,tcp,8
51920,udp,4
53745,tcp,6
55444,udp,4
53831,tcp,3
63035,tcp,4
57467,tcp,6
51210,udp,9
4969,tcp,4
49426,tcp,6
55482,tcp,2
62408,udp,2
3130,udp,2
59780,tcp,6
63656,udp,3
54136,udp,2
58993,tcp,5
1188,tcp,3
56055,udp,8
62745,udp,2
1868,tcp,4
61720,udp,9
54675,tcp,3
610,udp,6
3083,tcp,7
65393,udp,3
63868,tcp,3
54834,udp,5
54899,tcp,7
3078,udp,4
64808,tcp,3
776,tcp,4
52282,tcp,7
56815,tcp,5
678,udp,3
3699,udp,8
62686,tcp,4
62939,udp,7
58848,udp,7
59547,udp,5
60879,tcp,2
53709,tcp,5
52190,udp,5
65461,udp,5
3082,tcp,4
50154,udp,7
937,udp,5
64805,udp,6
52318,udp,2
63826,tcp,4
54518,udp,3
55508,tcp,7
53641,tcp,6
51277,udp,8
61164,tcp,7
62455,udp,4
65520,udp,2
53819,tcp,5
51881,udp,8
61722,tcp,6
60285,tcp,4
52286,udp,3
60277,tcp,4
61021,tcp,4
51863,udp,5
4529,udp,6
61662,tcp,4
49377,udp,5
56950,tcp,6
51427,udp,6
57333,udp,9
61236,udp,10
53402,udp,5
63115,udp,5
51990,tcp,5
64213,tcp,9
64633,udp,4
49223,udp,8
445,tcp,4
50753,udp,2
50364,udp,4
55361,udp,2
1804,udp,6
60029,tcp,1
49373,udp,2
49614,udp,5
65489,tcp,7
58913,udp,4
62726,udp,2
53030,tcp,6
2870,tcp,6
3374,udp,6
58080,tcp,7
49268,udp,1
444,udp,5
64131,udp,2
4843,udp,6
58409,tcp,4
54850,tcp,5
52635,udp,5
3889,tcp,4
4243,udp,4
54106,udp,3
52003,udp,4
52367,udp,2
4866,udp,5
54889,udp,6
49937,tcp,10
3140,udp,3
3633,udp,6
61308,udp,5
51436,udp,7
3903,udp,5
3612,udp,6
54483,tcp,5
60625,tcp,5
2987,tcp,3
59225,tcp,4
3838,udp,5
2090,udp,6
64832,tcp,4
65360,udp,10
64140,udp,7
51870,tcp,5
64490,udp,4
2686,tcp,4
54961,tcp,8
54533,udp,4
50775,udp,7
55660,tcp,2
50992,tcp,5
54183,tcp,4
2981,tcp,5
49451,udp,2
60603,tcp,5
49829,tcp,4
64372,tcp,9
56094,tcp,7
60154,tcp,4
65249,tcp,6
55589,tcp,5
54726,udp,5
3314,udp,5
51128,tcp,3
50536,tcp,5
60942,udp,4
54421,udp,6
3396,tcp,4
55265,tcp,4
50248,udp,4
51510,tcp,2
49984,udp,3
4083,udp,7
63888,tcp,6
58687,tcp,4
61375,udp,5
498,udp,5
53738,tcp,6
52449,udp,4
3676,tcp,6
1036,udp,4
2708,tcp,2
63610,tcp,4
62354,udp,4
56249,udp,3
57881,tcp,5
53781,udp,7
56427,udp,2
56527,udp,5
59887,tcp,3
50786,udp,10
61029,tcp,3
64293,udp,7
60512,udp,3
50525,udp,3
55559,tcp,2
55157,udp,5
52471,udp,3
51320,udp,8
64053,tcp,3
1558,udp,8
54552,tcp,5
56086,tcp,7
3843,udp,5
64836,tcp,4
54810,udp,6
54582,udp,2
55171,tcp,5
1205,tcp,4
53756,udp,2
2035,udp,5
54062,udp,3
57792,tcp,5
57980,udp,3
60344,udp,5
61635,tcp,6
3962,tcp,3
63138,tcp,5
54440,udp,4
1844,tcp,6
3357,tcp,3
53415,tcp,4
3631,tcp,10
56668,tcp,5
51918,tcp,3
56305,udp,3
53548,tcp,5
52579,udp,8
50414,udp,2
62784,tcp,3
3717,udp,5
64237,udp,6
63547,tcp,2
65512,tcp,8
56985,udp,5
52161,tcp,7
52207,udp,6
58045,udp,6
3337,udp,5
63385,tcp,5
58258,tcp,5
56940,tcp,7
59877,udp,7
58983,udp,3
56219,tcp,8
49175,tcp,3
64534,udp,2
53026,udp,4
52901,udp,10
52093,udp,4
53624,tcp,5
60136,udp,2
60542,udp,4
49406,udp,4
61631,udp,4
63163,tcp,9
61208,udp,7
49836,udp,8
62463,tcp,5
61907,tcp,5
59015,udp,3
54872,tcp,4
64072,tcp,5
60892,udp,3
1135,tcp,3
53742,udp,5
51271,tcp,5
51978,tcp,9
63243,tcp,3
65063,udp,4
62885,udp,6
55347,udp,3
53028,udp,4
2101,udp,6
58327,tcp,2
4018,udp,4
60667,udp,4
52944,tcp,5
54067,udp,5
62446,udp,5
435,udp,3
52640,tcp,7
62886,tcp,7
57631,tcp,4
49244,tcp,2
2545,udp,10
54732,tcp,5
50789,udp,8
2611,udp,6
51845,tcp,7
55989,tcp,5
55649,tcp,6
3208,udp,5
60765,udp,5
255,udp,3
49423,udp,2
52426,udp,6
63584,udp,4
53288,tcp,7
4710,udp,11
62329,udp,5
60590,udp,5
53705,udp,1
59725,tcp,6
3500,tcp,5
51062,udp,4
61469,udp,7
56740,udp,6
52456,udp,3
574,tcp,5
57750,udp,4
3716,tcp,4
52224,udp,1
57388,tcp,7
54966,tcp,2
3979,udp,6
56685,tcp,3
52567,udp,3
487,udp,7
62915,tcp,5
55501,udp,4
51514,udp,4
278,udp,4
64272,udp,6
54489,tcp,2
63745,udp,6
53771,udp,5
53539,tcp,7
103,tcp,7
51276,tcp,2
59394,tcp,6
55598,udp,5
62881,tcp,3
3015,udp,11
2759,tcp,5
61137,udp,10
290,tcp,6
3951,udp,3
59856,tcp,3
65150,tcp,7
54361,udp,7
61938,tcp,4
1834,tcp,3
53296,udp,3
63962,udp,5
54220,udp,3
57332,udp,9
49766,tcp,5
3379,tcp,6
3984,udp,6
53085,tcp,6
544,tcp,5
3971,udp,5
63087,udp,4
51728,tcp,4
1239,tcp,3
2754,tcp,6
59942,udp,3
51434,tcp,6
63884,tcp,6
59993,tcp,5
4608,tcp,2
3642,tcp,5
51666,udp,9
58256,tcp,6
59706,tcp,4
57880,tcp,5
64486,udp,4
62905,udp,4
2159,tcp,5
51544,udp,9
50918,udp,5
3165,udp,4
50731,udp,2
56514,tcp,10
60534,udp,6
948,tcp,4
55125,tcp,5
1035,udp,4
58652,udp,5
49620,udp,3
49574,udp,6
3377,udp,5
52287,udp,5
64304,tcp,5
60666,udp,7
64280,udp,6
2532,tcp,7
57799,tcp,4
56295,udp,4
57859,tcp,3
59211,udp,3
1974,tcp,4
55183,udp,5
60243,tcp,4
55575,udp,3
65147,udp,3
452,udp,4
206,tcp,5
53442,udp,5
325,tcp,6
64109,udp,8
56353,tcp,2
54119,tcp,3
49208,tcp,5
54206,udp,6
4014,udp,4
1992,tcp,6
54045,tcp,4
57372,tcp,6
62240,tcp,5
54151,udp,4
51865,udp,7
57569,udp,6
54561,tcp,4
52469,tcp,2
58645,udp,6
64157,udp,7
1580,udp,4
49628,udp,4
49811,tcp,6
1606,udp,3
57503,tcp,10
57207,tcp,6
61371,udp,2
50796,tcp,7
56655,tcp,5
64121,tcp,4
54547,tcp,3
61956,tcp,6
62622,udp,11
62979,tcp,4
55557,udp,3
62650,udp,7
57567,udp,5
65241,tcp,5
59308,tcp,5
50487,tcp,2
55346,udp,10
4218,udp,3
64432,udp,6
63319,tcp,3
57728,udp,5
54383,tcp,4
63766,udp,8
58233,udp,4
60284,tcp,8
53436,tcp,7
64424,tcp,9
57757,udp,5
60633,tcp,4
57129,udp,4
63827,tcp,5
55493,udp,4
2692,tcp,7
52520,udp,7
61191,udp,4
57518,tcp,8
54447,tcp,6
55801,udp,5
53733,tcp,6
54662,tcp,2
59953,tcp,4
62126,udp,4
55445,tcp,5
3542,tcp,3
56038,tcp,6
53572,udp,5
60247,udp,4
65106,udp,4
53154,tcp,5
2682,udp,5
60630,tcp,4
60888,udp,7
54678,tcp,4
54137,udp,6
56628,udp,3
49659,tcp,6
54134,tcp,5
61428,udp,6
51425,udp,9
52017,udp,7
51610,tcp,5
51690,udp,5
3590,tcp,6
335,udp,9
854,tcp,6
58237,tcp,6
51232,udp,4
485,udp,4
51532,udp,8
59755,udp,5
3014,tcp,2
4157,tcp,6
1644,udp,5
60459,tcp,3
56476,tcp,3
53940,tcp,8
57322,udp,5
60257,udp,4
65473,udp,6
51552,udp,10
58139,udp,6
64837,tcp,5
65457,udp,4
49205,tcp,6
3235,udp,2
52723,udp,5
51519,udp,13
1366,tcp,2
61727,udp,6
56634,udp,7
52397,udp,6
58724,udp,6
52738,tcp,7
4419,tcp,7
361,udp,8
3209,udp,4
3954,tcp,4
2300,udp,4
61172,udp,3
52773,tcp,4
62705,tcp,4
62414,udp,2
50599,tcp,3
1446,tcp,4
63015,udp,5
65456,udp,4
4966,udp,4
49488,udp,3
1130,udp,4
50018,udp,8
53183,udp,4
4684,tcp,7
49338,tcp,7
2432,tcp,8
65013,udp,3
60105,udp,3
2545,tcp,4
1978,tcp,6
56082,tcp,4
61261,udp,4
4963,udp,7
64458,tcp,6
62249,tcp,4
50342,tcp,3
62571,udp,4
63147,udp,2
56129,tcp,7
60773,tcp,10
62875,udp,3
53909,tcp,5
61922,udp,4
691,tcp,9
62324,tcp,4
60793,udp,3
62296,udp,6
55677,tcp,7
53962,udp,3
55047,tcp,2
55719,tcp,8
50666,tcp,3
2572,tcp,5
4569,udp,4
56733,tcp,5
62067,tcp,7
63939,tcp,2
62887,udp,4
4496,tcp,7
65346,tcp,6
56554,tcp,4
59705,udp,7
63129,udp,6
62270,tcp,5
62112,tcp,8
51557,tcp,6
61792,udp,2
65337,tcp,9
2879,udp,6
58318,tcp,6
59740,udp,1
55267,tcp,6
2791,udp,3
64351,udp,4
64365,tcp,4
54246,udp,3
64858,udp,5
55339,tcp,8
50203,tcp,5
52519,udp,4
60578,tcp,4
56398,udp,5
3202,tcp,5
56797,tcp,6
56074,udp,3
52680,tcp,4
4368,udp,3
51970,udp,5
61524,udp,9
62664,tcp,3
62716,tcp,3
61188,udp,8
58558,udp,5
58404,udp,7
3257,tcp,3
57029,tcp,5
54752,tcp,7
56717,udp,5
57505,tcp,2
59149,udp,7
50200,udp,7
61811,udp,6
3720,udp,7
54614,tcp,8
3534,udp,3
58911,udp,4
61290,udp,5
54148,udp,2
2297,udp,6
58434,udp,3
64420,tcp,5
57611,tcp,3
61814,udp,7
65242,udp,9
702,tcp,4
50068,tcp,6
56443,udp,6
53545,tcp,5
56856,tcp,4
2203,tcp,6
60051,tcp,2
49250,udp,4
4179,udp,5
714,udp,10
62122,udp,7
56325,udp,6
56139,udp,6
62744,tcp,7
1173,udp,3
58556,tcp,4
64745,udp,3
60909,tcp,4
